,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,total_df,total_points,total_1stIn,total_2ndserve,total_1stWon,total_2ndWon,total_1st_perc,total_1st_win_perc,total_2nd_win_perc,aces_per_point,df_per_point
128988,2004-422,Cincinnati Masters,Hard,64,M,20040802,63,101736,11.0,,Andre Agassi,R,180.0,USA,34.2614647502,103720,10.0,,Lleyton Hewitt,R,180.0,AUS,23.4360027379,6-3 3-6 6-2,3,F,107.0,7.0,1.0,77.0,47.0,36.0,17.0,13.0,4.0,5.0,13.0,5.0,79.0,33.0,29.0,22.0,13.0,2.0,5.0,11.0,1890.0,10.0,1945.0,2004,2000s,20.0,6.0,156.0,80.0,76.0,65.0,39.0,51.282051282051285,81.25,51.31578947368421,0.1282051282051282,0.038461538461538464
130861,2005-1536,Madrid Masters,Hard,48,M,20051017,47,104745,1.0,,Rafael Nadal,L,185.0,ESP,19.3730321697,103344,8.0,,Ivan Ljubicic,R,193.0,CRO,26.5817932923,3-6 2-6 6-3 6-4 7-6(3),5,F,233.0,6.0,2.0,159.0,123.0,88.0,13.0,24.0,8.0,13.0,32.0,6.0,140.0,93.0,72.0,24.0,24.0,5.0,9.0,2.0,4475.0,12.0,1640.0,2005,2000s,38.0,8.0,299.0,216.0,83.0,160.0,37.0,72.24080267558529,74.07407407407408,44.57831325301205,0.12709030100334448,0.026755852842809364
131585,2005-352,Paris Masters,Carpet,48,M,20051031,47,104607,,,Tomas Berdych,R,196.0,CZE,20.1204654346,103344,6.0,,Ivan Ljubicic,R,193.0,CRO,26.6201232033,6-3 6-4 3-6 4-6 6-4,5,F,182.0,18.0,2.0,136.0,79.0,66.0,31.0,24.0,1.0,3.0,28.0,2.0,126.0,85.0,71.0,22.0,24.0,6.0,9.0,50.0,725.0,10.0,1765.0,2005,2000s,46.0,4.0,262.0,164.0,98.0,137.0,53.0,62.595419847328245,83.53658536585365,54.08163265306123,0.17557251908396945,0.015267175572519083
131773,2005-403,Miami Masters,Hard,96,M,20050321,95,103819,1.0,,Roger Federer,R,185.0,SUI,23.6167008898,104745,29.0,,Rafael Nadal,L,185.0,ESP,18.7980835044,2-6 6-7(4) 7-6(5) 6-3 6-1,5,F,223.0,9.0,9.0,151.0,90.0,67.0,30.0,24.0,4.0,9.0,4.0,4.0,156.0,100.0,64.0,32.0,24.0,6.0,13.0,1.0,6050.0,31.0,1065.0,2005,2000s,13.0,13.0,307.0,190.0,117.0,131.0,62.0,61.88925081433225,68.94736842105263,52.99145299145299,0.04234527687296417,0.04234527687296417
131868,2005-404,Indian Wells Masters,Hard,96,M,20050307,95,103819,1.0,,Roger Federer,R,185.0,SUI,23.5783709788,103720,2.0,,Lleyton Hewitt,R,180.0,AUS,24.0301163587,6-2 6-4 6-4,5,F,114.0,14.0,3.0,84.0,48.0,39.0,21.0,14.0,6.0,7.0,5.0,7.0,94.0,46.0,30.0,23.0,14.0,10.0,15.0,1.0,6050.0,2.0,3990.0,2005,2000s,19.0,10.0,178.0,94.0,84.0,69.0,44.0,52.80898876404494,73.40425531914893,52.38095238095238,0.10674157303370786,0.056179775280898875
131993,2005-410,Monte Carlo Masters,Clay,64,M,20050411,63,104745,11.0,,Rafael Nadal,L,185.0,ESP,18.855578371,103909,6.0,,Guillermo Coria,R,175.0,ARG,23.241615332,6-3 6-1 0-6 7-5,5,F,189.0,3.0,0.0,120.0,89.0,52.0,17.0,17.0,11.0,16.0,1.0,3.0,110.0,65.0,40.0,17.0,17.0,13.0,20.0,17.0,1340.0,9.0,2045.0,2005,2000s,4.0,3.0,230.0,154.0,76.0,92.0,34.0,66.95652173913044,59.74025974025974,44.73684210526316,0.017391304347826087,0.013043478260869565
132056,2005-414,Hamburg Masters,Clay,64,M,20050509,63,103819,1.0,,Roger Federer,R,185.0,SUI,23.7508555784,104755,,Q,Richard Gasquet,R,185.0,FRA,18.8911704312,6-3 7-5 7-6(4),5,F,133.0,4.0,4.0,112.0,70.0,53.0,29.0,17.0,5.0,5.0,1.0,3.0,88.0,49.0,39.0,23.0,16.0,1.0,3.0,1.0,6605.0,56.0,686.0,2005,2000s,5.0,7.0,200.0,119.0,81.0,92.0,52.0,59.5,77.3109243697479,64.19753086419753,0.025,0.035
132119,2005-416,Rome Masters,Clay,64,M,20050502,63,104745,5.0,,Rafael Nadal,L,185.0,ESP,18.9130732375,103909,9.0,,Guillermo Coria,R,175.0,ARG,23.2991101985,6-4 3-6 6-3 4-6 7-6(6),5,F,314.0,1.0,3.0,176.0,119.0,70.0,26.0,25.0,8.0,17.0,3.0,7.0,202.0,148.0,85.0,23.0,25.0,11.0,20.0,7.0,2100.0,11.0,1915.0,2005,2000s,4.0,10.0,378.0,267.0,111.0,155.0,49.0,70.63492063492063,58.052434456928836,44.14414414414414,0.010582010582010581,0.026455026455026454
132276,2005-421,Canada Masters,Hard,64,M,20050808,63,104745,1.0,,Rafael Nadal,L,185.0,ESP,19.1813826146,101736,4.0,,Andre Agassi,R,180.0,USA,35.2772073922,6-3 4-6 6-2,3,F,118.0,7.0,1.0,81.0,54.0,39.0,19.0,14.0,2.0,3.0,7.0,4.0,75.0,43.0,31.0,16.0,13.0,3.0,6.0,2.0,4030.0,7.0,1915.0,2005,2000s,14.0,5.0,156.0,97.0,59.0,70.0,35.0,62.17948717948718,72.16494845360825,59.32203389830509,0.08974358974358974,0.03205128205128205
132339,2005-422,Cincinnati Masters,Hard,64,M,20050815,63,103819,1.0,,Roger Federer,R,185.0,SUI,24.0191649555,104053,5.0,,Andy Roddick,R,188.0,USA,22.9596167009,6-3 7-5,3,F,75.0,5.0,1.0,50.0,32.0,28.0,10.0,10.0,1.0,2.0,11.0,1.0,59.0,33.0,24.0,12.0,11.0,2.0,6.0,1.0,6500.0,5.0,3130.0,2005,2000s,16.0,2.0,109.0,65.0,44.0,52.0,22.0,59.63302752293578,80.0,50.0,0.14678899082568808,0.01834862385321101
134124,2006-1536,Madrid Masters,Hard,48,M,20061016,47,103819,1.0,,Roger Federer,R,185.0,SUI,25.1882272416,103602,10.0,,Fernando Gonzalez,R,183.0,CHI,26.2149212868,7-5 6-1 6-0,5,F,108.0,11.0,2.0,81.0,45.0,36.0,24.0,13.0,2.0,2.0,4.0,0.0,79.0,50.0,26.0,15.0,12.0,7.0,13.0,1.0,7370.0,10.0,1965.0,2006,2000s,15.0,2.0,160.0,95.0,65.0,62.0,39.0,59.375,65.26315789473684,60.0,0.09375,0.0125
134910,2006-352,Paris Masters,Carpet,48,M,20061030,47,103786,4.0,,Nikolay Davydenko,R,178.0,RUS,25.4099931554,103103,17.0,,Dominik Hrbaty,R,183.0,SVK,28.8186173854,6-1 6-2 6-2,5,F,99.0,7.0,4.0,81.0,54.0,44.0,14.0,12.0,7.0,7.0,5.0,3.0,72.0,44.0,21.0,13.0,11.0,7.0,13.0,5.0,2650.0,27.0,1003.0,2006,2000s,12.0,7.0,153.0,98.0,55.0,65.0,27.0,64.05228758169935,66.3265306122449,49.09090909090909,0.0784313725490196,0.0457516339869281
135098,2006-403,Miami Masters,Hard,96,M,20060320,95,103819,1.0,,Roger Federer,R,185.0,SUI,24.6132785763,103344,6.0,,Ivan Ljubicic,R,193.0,CRO,27.0034223135,7-6(5) 7-6(4) 7-6(6),5,F,177.0,8.0,3.0,124.0,78.0,58.0,29.0,18.0,5.0,7.0,21.0,3.0,121.0,68.0,53.0,31.0,18.0,5.0,7.0,1.0,6935.0,6.0,2295.0,2006,2000s,29.0,6.0,245.0,146.0,99.0,111.0,60.0,59.59183673469388,76.02739726027397,60.60606060606061,0.11836734693877551,0.024489795918367346
135193,2006-404,Indian Wells Masters,Hard,96,M,20060306,95,103819,1.0,,Roger Federer,R,185.0,SUI,24.5749486653,103484,12.0,,James Blake,R,185.0,USA,26.1875427789,7-5 6-3 6-0,5,F,103.0,3.0,1.0,79.0,46.0,37.0,18.0,14.0,2.0,4.0,3.0,3.0,89.0,44.0,20.0,22.0,13.0,9.0,16.0,1.0,6935.0,14.0,1565.0,2006,2000s,6.0,4.0,168.0,90.0,78.0,57.0,40.0,53.57142857142857,63.333333333333336,51.282051282051285,0.03571428571428571,0.023809523809523808
135287,2006-410,Monte Carlo Masters,Clay,64,M,20060417,63,104745,2.0,,Rafael Nadal,L,185.0,ESP,19.871321013,103819,1.0,,Roger Federer,R,185.0,SUI,24.6899383984,6-2 6-7(2) 6-3 7-6(5),5,F,230.0,1.0,4.0,152.0,106.0,70.0,24.0,21.0,14.0,18.0,3.0,3.0,143.0,86.0,54.0,28.0,20.0,7.0,14.0,2.0,4135.0,1.0,6810.0,2006,2000s,4.0,7.0,295.0,192.0,103.0,124.0,52.0,65.08474576271186,64.58333333333333,50.48543689320388,0.013559322033898305,0.023728813559322035
135350,2006-414,Hamburg Masters,Clay,64,M,20060515,63,103990,8.0,,Tommy Robredo,R,180.0,ESP,24.038329911,103285,15.0,,Radek Stepanek,R,185.0,CZE,27.4633812457,6-1 6-3 6-3,5,F,121.0,0.0,1.0,90.0,71.0,48.0,13.0,13.0,8.0,8.0,4.0,1.0,101.0,65.0,40.0,14.0,12.0,8.0,13.0,12.0,1560.0,16.0,1460.0,2006,2000s,4.0,2.0,191.0,136.0,55.0,88.0,27.0,71.20418848167539,64.70588235294117,49.09090909090909,0.020942408376963352,0.010471204188481676
135413,2006-416,Rome Masters,Clay,64,M,20060508,63,104745,2.0,,Rafael Nadal,L,185.0,ESP,19.9288158795,103819,1.0,,Roger Federer,R,185.0,SUI,24.7474332649,6-7(0) 7-6(5) 6-4 2-6 7-6(5),5,F,305.0,4.0,1.0,173.0,147.0,101.0,14.0,27.0,6.0,10.0,10.0,0.0,180.0,112.0,86.0,35.0,27.0,6.0,9.0,2.0,4135.0,1.0,7160.0,2006,2000s,14.0,1.0,353.0,259.0,94.0,187.0,49.0,73.37110481586403,72.2007722007722,52.12765957446808,0.039660056657223795,0.0028328611898017
135570,2006-421,Canada Masters,Hard,64,M,20060807,63,103819,1.0,,Roger Federer,R,185.0,SUI,24.9965776865,104755,,,Richard Gasquet,R,185.0,FRA,20.1368925394,2-6 6-3 6-2,3,F,107.0,6.0,4.0,88.0,50.0,37.0,18.0,13.0,8.0,10.0,2.0,3.0,77.0,44.0,32.0,15.0,12.0,8.0,11.0,1.0,7260.0,51.0,775.0,2006,2000s,8.0,7.0,165.0,94.0,71.0,69.0,33.0,56.96969696969697,73.40425531914893,46.478873239436616,0.048484848484848485,0.04242424242424243
135633,2006-422,Cincinnati Masters,Hard,64,M,20060814,63,104053,9.0,,Andy Roddick,R,188.0,USA,23.9561943874,103507,,,Juan Carlos Ferrero,R,183.0,ESP,26.5023956194,6-3 6-4,3,F,70.0,17.0,2.0,55.0,38.0,28.0,9.0,10.0,2.0,4.0,9.0,2.0,54.0,36.0,24.0,5.0,9.0,3.0,7.0,12.0,1740.0,31.0,1015.0,2006,2000s,26.0,4.0,109.0,74.0,35.0,52.0,14.0,67.88990825688073,70.27027027027027,40.0,0.23853211009174313,0.03669724770642202
137391,2007-1536,Madrid Masters,Hard,48,M,20071015,47,103900,,,David Nalbandian,R,180.0,ARG,25.7850787132,103819,1.0,,Roger Federer,R,185.0,SUI,26.1848049281,1-6 6-3 6-3,3,F,109.0,4.0,2.0,75.0,40.0,30.0,18.0,12.0,3.0,5.0,8.0,1.0,81.0,48.0,36.0,15.0,13.0,2.0,5.0,25.0,1160.0,1.0,7355.0,2007,2000s,12.0,3.0,156.0,88.0,68.0,66.0,33.0,56.41025641025641,75.0,48.529411764705884,0.07692307692307693,0.019230769230769232
138138,2007-352,Paris Masters,Hard,48,M,20071028,47,103900,,,David Nalbandian,R,180.0,ARG,25.8234086242,104745,2.0,,Rafael Nadal,L,185.0,ESP,21.4045174538,6-4 6-0,3,F,70.0,5.0,0.0,41.0,24.0,21.0,13.0,8.0,0.0,0.0,1.0,1.0,47.0,31.0,21.0,3.0,8.0,2.0,6.0,21.0,1375.0,2.0,5385.0,2007,2000s,6.0,1.0,88.0,55.0,33.0,42.0,16.0,62.5,76.36363636363636,48.484848484848484,0.06818181818181818,0.011363636363636364
138326,2007-403,Miami Masters,Hard,96,M,20070319,95,104925,10.0,,Novak Djokovic,R,188.0,SRB,19.8247775496,103084,,Q,Guillermo Canas,R,185.0,ARG,29.311430527,6-3 6-2 6-4,5,F,140.0,7.0,1.0,96.0,64.0,44.0,23.0,14.0,5.0,5.0,6.0,5.0,69.0,37.0,24.0,16.0,13.0,3.0,7.0,10.0,2060.0,55.0,652.0,2007,2000s,13.0,6.0,165.0,101.0,64.0,68.0,39.0,61.21212121212121,67.32673267326733,60.9375,0.07878787878787878,0.03636363636363636
138421,2007-404,Indian Wells Masters,Hard,96,M,20070305,95,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.7529089665,104925,12.0,,Novak Djokovic,R,188.0,SRB,19.7864476386,6-2 7-5,3,F,94.0,2.0,1.0,65.0,44.0,32.0,14.0,10.0,3.0,3.0,3.0,2.0,51.0,26.0,20.0,11.0,10.0,1.0,4.0,2.0,4480.0,13.0,1715.0,2007,2000s,5.0,3.0,116.0,70.0,46.0,52.0,25.0,60.3448275862069,74.28571428571429,54.34782608695652,0.04310344827586207,0.02586206896551724
138507,2007-410,Monte Carlo Masters,Clay,56,M,20070415,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.8678986995,103819,1.0,,Roger Federer,R,185.0,SUI,25.6865160849,6-4 6-4,3,F,95.0,1.0,1.0,66.0,52.0,38.0,8.0,10.0,3.0,3.0,3.0,4.0,66.0,36.0,26.0,13.0,10.0,6.0,8.0,2.0,4875.0,1.0,7290.0,2007,2000s,4.0,5.0,132.0,88.0,44.0,64.0,21.0,66.66666666666667,72.72727272727273,47.72727272727273,0.030303030303030304,0.03787878787878788
138562,2007-414,Hamburg Masters,Clay,56,M,20070514,55,103819,1.0,,Roger Federer,R,185.0,SUI,25.7631759069,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.9445585216,2-6 6-2 6-0,3,F,115.0,6.0,0.0,73.0,38.0,29.0,17.0,11.0,5.0,7.0,1.0,1.0,79.0,62.0,32.0,8.0,11.0,6.0,11.0,1.0,7015.0,2.0,4875.0,2007,2000s,7.0,1.0,152.0,100.0,52.0,61.0,25.0,65.78947368421052,61.0,48.07692307692308,0.046052631578947366,0.006578947368421052
138617,2007-416,Rome Masters,Clay,56,M,20070507,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.9253935661,103602,6.0,,Fernando Gonzalez,R,183.0,CHI,26.7707049966,6-2 6-2,3,F,84.0,2.0,1.0,44.0,35.0,27.0,4.0,8.0,1.0,2.0,4.0,2.0,58.0,40.0,23.0,4.0,8.0,6.0,11.0,2.0,4875.0,6.0,2535.0,2007,2000s,6.0,3.0,102.0,75.0,27.0,50.0,8.0,73.52941176470588,66.66666666666667,29.62962962962963,0.058823529411764705,0.029411764705882353
138750,2007-421,Canada Masters,Hard,56,M,20070805,55,104925,3.0,,Novak Djokovic,R,188.0,SRB,20.2080766598,103819,1.0,,Roger Federer,R,185.0,SUI,25.993155373,7-6(2) 2-6 7-6(2),3,F,133.0,6.0,3.0,96.0,63.0,44.0,19.0,16.0,4.0,9.0,15.0,1.0,102.0,69.0,53.0,14.0,16.0,3.0,6.0,4.0,3200.0,1.0,7290.0,2007,2000s,21.0,4.0,198.0,132.0,66.0,97.0,33.0,66.66666666666667,73.48484848484848,50.0,0.10606060606060606,0.020202020202020204
138805,2007-422,Cincinnati Masters,Hard,56,M,20070813,55,103819,1.0,,Roger Federer,R,185.0,SUI,26.0123203285,103484,9.0,,James Blake,R,185.0,USA,27.6249144422,6-1 6-4,3,F,65.0,9.0,2.0,66.0,40.0,33.0,11.0,9.0,5.0,5.0,3.0,4.0,47.0,24.0,15.0,11.0,8.0,3.0,6.0,1.0,7140.0,8.0,1995.0,2007,2000s,12.0,6.0,113.0,64.0,49.0,48.0,22.0,56.63716814159292,75.0,44.89795918367347,0.10619469026548672,0.05309734513274336
140583,2008-1536,Madrid Masters,Hard,48,M,20081012,47,104918,4.0,,Andy Murray,R,190.0,GBR,21.4154688569,104468,,,Gilles Simon,R,183.0,FRA,23.794661191,6-4 7-6(6),3,F,95.0,11.0,0.0,66.0,44.0,37.0,11.0,11.0,0.0,0.0,1.0,1.0,75.0,41.0,29.0,19.0,11.0,3.0,4.0,4.0,2995.0,16.0,1390.0,2008,2000s,12.0,1.0,141.0,85.0,56.0,66.0,30.0,60.283687943262414,77.6470588235294,53.57142857142857,0.0851063829787234,0.0070921985815602835
141251,2008-352,Paris Masters,Hard,48,M,20081026,47,104542,13.0,,Jo-Wilfried Tsonga,R,188.0,FRA,23.5290896646,103900,8.0,,David Nalbandian,R,180.0,ARG,26.8199863107,6-3 4-6 6-4,3,F,120.0,25.0,1.0,89.0,57.0,47.0,15.0,15.0,8.0,9.0,4.0,4.0,88.0,55.0,41.0,16.0,14.0,2.0,4.0,14.0,1485.0,8.0,1875.0,2008,2000s,29.0,5.0,177.0,112.0,65.0,88.0,31.0,63.27683615819209,78.57142857142857,47.69230769230769,0.1638418079096045,0.02824858757062147
141439,2008-403,Miami Masters,Hard,96,M,20080327,95,103786,4.0,,Nikolay Davydenko,R,178.0,RUS,26.8090349076,104745,2.0,,Rafael Nadal,L,185.0,ESP,21.8069815195,6-4 6-2,3,F,91.0,3.0,2.0,47.0,30.0,24.0,10.0,9.0,2.0,3.0,0.0,1.0,50.0,35.0,21.0,6.0,9.0,2.0,6.0,4.0,2710.0,2.0,5705.0,2008,2000s,3.0,3.0,97.0,65.0,32.0,45.0,16.0,67.01030927835052,69.23076923076923,50.0,0.030927835051546393,0.030927835051546393
141534,2008-404,Indian Wells Masters,Hard,96,M,20080313,95,104925,3.0,,Novak Djokovic,R,188.0,SRB,20.8021902806,103888,,,Mardy Fish,R,188.0,USA,26.250513347,6-2 5-7 6-3,3,F,125.0,10.0,1.0,84.0,53.0,35.0,19.0,15.0,3.0,6.0,6.0,4.0,87.0,35.0,26.0,25.0,14.0,1.0,6.0,3.0,5130.0,98.0,445.0,2008,2000s,16.0,5.0,171.0,88.0,83.0,61.0,44.0,51.461988304093566,69.31818181818181,53.01204819277108,0.0935672514619883,0.029239766081871343
141620,2008-410,Monte Carlo Masters,Clay,56,M,20080420,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,21.8836413415,103819,1.0,,Roger Federer,R,185.0,SUI,26.7022587269,7-5 7-5,3,F,103.0,1.0,2.0,63.0,51.0,32.0,5.0,12.0,1.0,5.0,5.0,0.0,75.0,47.0,28.0,8.0,12.0,1.0,7.0,2.0,5455.0,1.0,6425.0,2008,2000s,6.0,2.0,138.0,98.0,40.0,60.0,13.0,71.01449275362319,61.224489795918366,32.5,0.043478260869565216,0.014492753623188406
141675,2008-414,Hamburg Masters,Clay,56,M,20080511,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,21.9411362081,103819,1.0,,Roger Federer,R,185.0,SUI,26.7597535934,7-5 6-7(3) 6-3,3,F,172.0,3.0,3.0,101.0,77.0,51.0,8.0,17.0,3.0,7.0,7.0,0.0,118.0,72.0,48.0,16.0,16.0,11.0,17.0,2.0,5435.0,1.0,6825.0,2008,2000s,10.0,3.0,219.0,149.0,70.0,99.0,24.0,68.03652968036529,66.44295302013423,34.285714285714285,0.045662100456621,0.0136986301369863
141730,2008-416,Rome Masters,Clay,56,M,20080505,55,104925,3.0,,Novak Djokovic,R,188.0,SRB,20.9555099247,104527,,,Stan Wawrinka,R,183.0,SUI,23.1047227926,4-6 6-3 6-3,3,F,124.0,0.0,1.0,71.0,48.0,40.0,15.0,14.0,2.0,3.0,2.0,3.0,87.0,55.0,36.0,19.0,14.0,3.0,6.0,3.0,4750.0,24.0,1200.0,2008,2000s,2.0,4.0,158.0,103.0,55.0,76.0,34.0,65.18987341772151,73.7864077669903,61.81818181818182,0.012658227848101266,0.02531645569620253
141847,2008-421,Canada Masters,Hard,56,M,20080721,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,22.1327857632,103017,,,Nicolas Kiefer,R,183.0,GER,31.0444900753,6-3 6-2,3,F,90.0,2.0,1.0,52.0,34.0,26.0,12.0,8.0,3.0,3.0,7.0,5.0,51.0,24.0,20.0,8.0,9.0,0.0,4.0,2.0,5830.0,37.0,920.0,2008,2000s,9.0,6.0,103.0,58.0,45.0,46.0,20.0,56.310679611650485,79.3103448275862,44.44444444444444,0.08737864077669903,0.05825242718446602
141902,2008-422,Cincinnati Masters,Hard,56,M,20080728,55,104918,8.0,,Andy Murray,R,190.0,GBR,21.2046543463,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.1854893908,7-6(4) 7-6(5),3,F,143.0,1.0,2.0,88.0,46.0,32.0,26.0,12.0,3.0,5.0,6.0,6.0,96.0,55.0,36.0,21.0,12.0,2.0,4.0,9.0,1835.0,3.0,5055.0,2008,2000s,7.0,8.0,184.0,101.0,83.0,68.0,47.0,54.891304347826086,67.32673267326733,56.626506024096386,0.03804347826086957,0.043478260869565216
143714,2009-1536,Madrid Masters,Clay,56,M,20090510,55,103819,2.0,,Roger Federer,R,185.0,SUI,27.7563312799,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.9377138946,6-4 6-4,3,F,86.0,6.0,3.0,67.0,42.0,29.0,17.0,10.0,4.0,4.0,1.0,1.0,54.0,43.0,32.0,5.0,10.0,0.0,2.0,2.0,10170.0,1.0,15360.0,2009,2000s,7.0,4.0,121.0,85.0,36.0,61.0,22.0,70.24793388429752,71.76470588235294,61.111111111111114,0.05785123966942149,0.03305785123966942
144308,2009-352,Paris Masters,Hard,48,M,20091108,47,104925,3.0,,Novak Djokovic,R,188.0,SRB,22.46954141,104792,15.0,,Gael Monfils,R,193.0,FRA,23.189596167,6-2 5-7 7-6(3),3,F,164.0,2.0,5.0,98.0,66.0,47.0,19.0,16.0,3.0,7.0,12.0,6.0,106.0,65.0,48.0,15.0,16.0,5.0,10.0,3.0,8300.0,16.0,2055.0,2009,2000s,14.0,11.0,204.0,131.0,73.0,95.0,34.0,64.2156862745098,72.51908396946565,46.57534246575342,0.06862745098039216,0.05392156862745098
144496,2009-403,Miami Masters,Hard,96,M,20090325,95,104918,4.0,,Andy Murray,R,190.0,GBR,21.8562628337,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.8370978782,6-2 7-5,3,F,103.0,8.0,0.0,61.0,36.0,27.0,13.0,10.0,3.0,5.0,2.0,5.0,73.0,45.0,24.0,12.0,10.0,6.0,11.0,4.0,7850.0,3.0,8420.0,2009,2000s,10.0,5.0,134.0,81.0,53.0,51.0,25.0,60.44776119402985,62.96296296296296,47.16981132075472,0.07462686567164178,0.03731343283582089
144591,2009-404,Indian Wells Masters,Hard,96,M,20090312,95,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.765229295,104918,4.0,,Andy Murray,R,190.0,GBR,21.8179329227,6-1 6-2,3,F,81.0,0.0,1.0,43.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0,0.0,50.0,34.0,19.0,6.0,7.0,1.0,5.0,1.0,14360.0,4.0,7400.0,2009,2000s,0.0,1.0,93.0,60.0,33.0,40.0,17.0,64.51612903225806,66.66666666666667,51.515151515151516,0.0,0.010752688172043012
144677,2009-410,Monte Carlo Masters,Clay,56,M,20090412,55,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.8610540726,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.8945927447,6-3 2-6 6-1,3,F,163.0,2.0,1.0,87.0,57.0,35.0,14.0,12.0,6.0,11.0,4.0,3.0,87.0,54.0,30.0,11.0,12.0,7.0,14.0,1.0,14470.0,3.0,9010.0,2009,2000s,6.0,4.0,174.0,111.0,63.0,65.0,25.0,63.793103448275865,58.55855855855856,39.682539682539684,0.034482758620689655,0.022988505747126436
144779,2009-416,Rome Masters,Clay,56,M,20090427,55,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.8993839836,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.9329226557,7-6(2) 6-2,3,F,123.0,0.0,1.0,70.0,50.0,34.0,11.0,10.0,2.0,4.0,0.0,2.0,66.0,39.0,23.0,13.0,10.0,1.0,5.0,1.0,14890.0,3.0,9160.0,2009,2000s,0.0,3.0,136.0,89.0,47.0,57.0,24.0,65.44117647058823,64.04494382022472,51.06382978723404,0.0,0.022058823529411766
144912,2009-421,Canada Masters,Hard,56,M,20090810,55,104918,3.0,,Andy Murray,R,190.0,GBR,22.2395619439,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,20.8788501027,6-7(4) 7-6(3) 6-1,3,F,165.0,16.0,1.0,89.0,46.0,39.0,29.0,16.0,1.0,3.0,11.0,5.0,121.0,69.0,46.0,25.0,15.0,6.0,10.0,3.0,8260.0,6.0,5155.0,2009,2000s,27.0,6.0,210.0,115.0,95.0,85.0,54.0,54.76190476190476,73.91304347826087,56.8421052631579,0.12857142857142856,0.02857142857142857
144967,2009-422,Cincinnati Masters,Hard,56,M,20090816,55,103819,1.0,,Roger Federer,R,185.0,SUI,28.0246406571,104925,4.0,,Novak Djokovic,R,188.0,SRB,22.2395619439,6-1 7-5,3,F,127.0,7.0,0.0,60.0,33.0,28.0,15.0,10.0,3.0,4.0,3.0,1.0,81.0,55.0,33.0,9.0,9.0,11.0,15.0,1.0,11040.0,4.0,7150.0,2009,2000s,10.0,1.0,141.0,88.0,53.0,61.0,24.0,62.4113475177305,69.31818181818181,45.283018867924525,0.07092198581560284,0.0070921985815602835
145476,2009-5014,Shanghai Masters,Hard,56,M,20091011,55,103786,6.0,,Nikolay Davydenko,R,178.0,RUS,28.3613963039,104745,1.0,,Rafael Nadal,L,185.0,ESP,23.3593429158,7-6(3) 6-3,3,F,123.0,4.0,1.0,76.0,53.0,39.0,12.0,11.0,3.0,4.0,1.0,0.0,61.0,42.0,29.0,9.0,10.0,5.0,7.0,8.0,3710.0,2.0,8945.0,2009,2000s,5.0,1.0,137.0,95.0,42.0,68.0,21.0,69.34306569343066,71.57894736842105,50.0,0.0364963503649635,0.0072992700729927005
147617,2010-404,Indian Wells Masters,Hard,96,M,20100311,95,103344,20.0,,Ivan Ljubicic,R,193.0,CRO,30.970568104,104053,7.0,,Andy Roddick,R,188.0,USA,27.5208761123,7-6(3) 7-6(5),3,F,127.0,21.0,2.0,96.0,54.0,47.0,21.0,12.0,6.0,6.0,12.0,0.0,72.0,52.0,43.0,13.0,12.0,3.0,3.0,26.0,1520.0,8.0,3720.0,2010,2010s,33.0,2.0,168.0,106.0,62.0,90.0,34.0,63.095238095238095,84.90566037735849,54.83870967741935,0.19642857142857142,0.011904761904761904
147712,2010-403,Miami Masters,Hard,96,M,20100324,95,104053,6.0,,Andy Roddick,R,188.0,USA,27.5592060233,104607,16.0,,Tomas Berdych,R,196.0,CZE,24.5092402464,7-5 6-4,3,F,103.0,13.0,2.0,60.0,37.0,29.0,16.0,11.0,0.0,0.0,7.0,3.0,69.0,34.0,25.0,20.0,11.0,3.0,5.0,8.0,3960.0,20.0,1760.0,2010,2010s,20.0,5.0,129.0,71.0,58.0,54.0,36.0,55.03875968992248,76.05633802816901,62.06896551724138,0.15503875968992248,0.03875968992248062
